g_name	taxon_assignmentID	bh_evalue	fasta_header
FUN_07463	1520881	1.52e-232	FUN_07463-T1
FUN_07464	1520881	1.32e-177	FUN_07464-T1
FUN_07465	716546	6.31e-114	FUN_07465-T1
FUN_07466	5185	6.28e-22	FUN_07466-T1
FUN_07467	1520881	4.35e-163	FUN_07467-T1
FUN_07468			FUN_07468-T1
FUN_07469			FUN_07469-T1
FUN_07470	716546	2.64e-91	FUN_07470-T1
FUN_07471			FUN_07471-T1
FUN_07472			FUN_07472-T1
FUN_07473	2608996	8.6e-15	FUN_07473-T1
FUN_07474	716546	9.78e-05	FUN_07474-T1
FUN_07475	1520881	3.18e-263	FUN_07475-T1
FUN_07476	1520881	2.0700000000000001e-224	FUN_07476-T1
FUN_07477	1520881	0.0	FUN_07477-T1
FUN_07478	1520881	6.45e-114	FUN_07478-T1
FUN_07479	1520881	1.1e-25	FUN_07479-T1
FUN_07480	1520881	2.61e-65	FUN_07480-T1
FUN_07481	716546	3.54e-211	FUN_07481-T1
FUN_07482			FUN_07482-T1
FUN_07483			FUN_07483-T1
FUN_07484	716546	1.3500000000000001e-99	FUN_07484-T1
FUN_07485	1520881	8.39e-97	FUN_07485-T1
FUN_07486	2755564	5.71e-08	FUN_07486-T1
FUN_07487	1520881	9.4e-198	FUN_07487-T1
FUN_09675	1520881	4.2199999999999994e-152	FUN_09675-T1
FUN_09676	92860	1.8000000000000003e-21	FUN_09676-T1
FUN_09677			FUN_09677-T1
FUN_09678	303698	2.94e-10	FUN_09678-T1
FUN_09679	1520881	1.97e-219	FUN_09679-T1
FUN_09680	1520881	8.86e-133	FUN_09680-T1
FUN_09681	1520881	1.83e-75	FUN_09681-T1
FUN_09682	1520881	2.5800000000000002e-272	FUN_09682-T1
FUN_09683	1520881	6.07e-140	FUN_09683-T1
FUN_09684	716546	4.27e-18	FUN_09684-T1
FUN_09685			FUN_09685-T1
FUN_09686			FUN_09686-T1
FUN_09687	1520881	6.12e-54	FUN_09687-T1
FUN_09688	716546	5.7e-115	FUN_09688-T1
FUN_09689	147541	5.73e-12	FUN_09689-T1
FUN_09690	1131492	5.93e-09	FUN_09690-T1
FUN_09691			FUN_09691-T1
FUN_09692			FUN_09692-T1
FUN_09693	1520881	2.84e-224	FUN_09693-T1
FUN_09694	388435	6.4e-95	FUN_09694-T1
FUN_09695	78060	2.5400000000000004e-72	FUN_09695-T1
FUN_09696	112415	8.91e-147	FUN_09696-T1
FUN_09697	1520881	4.41e-283	FUN_09697-T1
FUN_09698	388435	2.67e-153	FUN_09698-T1
FUN_09699	34368	2.5600000000000002e-276	FUN_09699-T1
FUN_09700	364733	9.83e-41	FUN_09700-T1
FUN_09701	716546	1.9e-188	FUN_09701-T1
FUN_09702	2732470	0.0	FUN_09702-T1
FUN_09703	1520881	0.0	FUN_09703-T1
FUN_09704			FUN_09704-T1
FUN_09705	50934	7.35e-86	FUN_09705-T1
FUN_09706			FUN_09706-T1
FUN_09707	388435	1.6299999999999999e-288	FUN_09707-T1
FUN_09708	1520881	7.13e-263	FUN_09708-T1
FUN_09709	1328760	6.94e-13	FUN_09709-T1
FUN_09710			FUN_09710-T1
FUN_09711	112416	2.46e-10	FUN_09711-T1
FUN_09712	2608996	2.5e-09	FUN_09712-T1
FUN_09713	388435	1.83e-84	FUN_09713-T1
FUN_09714	1520881	1.64e-25	FUN_09714-T1
FUN_09715			FUN_09715-T1
FUN_09716	716546	1.82e-102	FUN_09716-T1
FUN_09717	1520881	0.0	FUN_09717-T1
FUN_09718	388435	9.43e-227	FUN_09718-T1
FUN_09719	560253	5.59e-65	FUN_09719-T1
FUN_09720	1447883	2.92e-13	FUN_09720-T1
FUN_09721	1520881	0.0	FUN_09721-T1
FUN_09722	1520881	5.22e-234	FUN_09722-T1
FUN_09723	1392247	1.97e-08	FUN_09723-T1
FUN_09724	5501	1.44e-10	FUN_09724-T1
FUN_06698	716546	1.28e-302	FUN_06698-T1
FUN_06699	1520881	1.33e-161	FUN_06699-T1
FUN_06700	716546	5.14e-52	FUN_06700-T1
FUN_06701	1520881	0.0	FUN_06701-T1
FUN_06702	1520881	8.02e-147	FUN_06702-T1
FUN_06703	715989	1.6499999999999999e-93	FUN_06703-T1
FUN_06704	716546	2.53e-05	FUN_06704-T1
FUN_06705	1520881	1.31e-150	FUN_06705-T1
FUN_06706	1520881	1.69e-154	FUN_06706-T1
FUN_06707	1520881	2.34e-162	FUN_06707-T1
FUN_06708	388435	1.7799999999999998e-135	FUN_06708-T1
FUN_06709	388435	0.0	FUN_06709-T1
FUN_06710	78060	0.0	FUN_06710-T1
FUN_06711	716546	6.380000000000001e-88	FUN_06711-T1
FUN_06712	1520881	5.950000000000001e-85	FUN_06712-T1
FUN_06713	78060	6.630000000000001e-26	FUN_06713-T1
FUN_06714			FUN_06714-T1
FUN_06715	147550	0.0	FUN_06715-T1
FUN_06716	147550	7.8e-113	FUN_06716-T1
FUN_06717	78060	5.7800000000000005e-273	FUN_06717-T1
FUN_06718	1520881	0.0	FUN_06718-T1
FUN_06719			FUN_06719-T1
FUN_06720			FUN_06720-T1
FUN_06721	1520881	1.3e-20	FUN_06721-T1
FUN_06722	716546	1.06e-23	FUN_06722-T1
FUN_06723	78060	1.43e-109	FUN_06723-T1
FUN_06724	1520881	5.459999999999999e-199	FUN_06724-T1
FUN_06725	388435	8.999999999999999e-191	FUN_06725-T1
FUN_06726	1520881	2.5899999999999997e-74	FUN_06726-T1
FUN_06727			FUN_06727-T1
FUN_06728			FUN_06728-T1
FUN_06729			FUN_06729-T1
FUN_06730	265104	6.08e-59	FUN_06730-T1
FUN_06731	116794	3.9e-67	FUN_06731-T1
FUN_06732	1520881	0.0	FUN_06732-T1
FUN_06733	1520881	0.0	FUN_06733-T1
FUN_06734	716546	1.8299999999999998e-90	FUN_06734-T1
FUN_06735	716546	0.0	FUN_06735-T1
FUN_06736			FUN_06736-T1
FUN_06737			FUN_06737-T1
FUN_06738	388435	8.09e-153	FUN_06738-T1
FUN_06739	1520881	1.82e-225	FUN_06739-T1
FUN_06740	388435	6.26e-92	FUN_06740-T1
FUN_06741	388435	9.889999999999999e-28	FUN_06741-T1
FUN_06742			FUN_06742-T1
FUN_06743	116794	0.000479	FUN_06743-T1
FUN_06744	388435	0.0	FUN_06744-T1
FUN_06745	78060	1.2200000000000001e-144	FUN_06745-T1
FUN_06746	1520881	1.6900000000000002e-166	FUN_06746-T1
FUN_06747	78060	1.97e-54	FUN_06747-T1
FUN_06748	1520881	2.36e-123	FUN_06748-T1
FUN_06749			FUN_06749-T1
FUN_06750	716546	2.03e-184	FUN_06750-T1
FUN_06751	2608996	3.72e-05	FUN_06751-T1
FUN_06752	1520881	2.03e-229	FUN_06752-T1
FUN_06753	1520881	1.1e-185	FUN_06753-T1
FUN_06754	1520881	0.0	FUN_06754-T1
FUN_06755	157822	3.82e-65	FUN_06755-T1
FUN_06756	1520881	8.94e-220	FUN_06756-T1
FUN_06757	1520881	2.04e-37	FUN_06757-T1
FUN_06758	1520881	6.89e-179	FUN_06758-T1
FUN_06759			FUN_06759-T1
FUN_06760	2608996	0.000953	FUN_06760-T1
FUN_06761			FUN_06761-T1
FUN_06762			FUN_06762-T1
FUN_06763	1520881	3.2e-13	FUN_06763-T1
FUN_06764	2608996	3.19e-17	FUN_06764-T1
FUN_06765	172621	3.13e-05	FUN_06765-T1
FUN_06766	388435	4.04e-302	FUN_06766-T1
FUN_06767			FUN_06767-T1
FUN_06768			FUN_06768-T1
FUN_06769	716546	7.21e-11	FUN_06769-T1
FUN_06770	1520881	8.68e-294	FUN_06770-T1
FUN_06771	716546	4.93e-13	FUN_06771-T1
FUN_06772	5052	1.78e-18	FUN_06772-T1
FUN_06773	1247875	4.21e-05	FUN_06773-T1
FUN_06774	716546	7.26e-15	FUN_06774-T1
FUN_06775	147558	7.29e-13	FUN_06775-T1
FUN_06776	1903189	5.96e-144	FUN_06776-T1
FUN_06777	78060	9.609999999999999e-199	FUN_06777-T1
FUN_06778			FUN_06778-T1
FUN_06779			FUN_06779-T1
FUN_06780	716546	3.87e-59	FUN_06780-T1
FUN_06781	716546	7.419999999999999e-52	FUN_06781-T1
FUN_06782	716546	1.41e-174	FUN_06782-T1
FUN_06783	1520881	2.28e-224	FUN_06783-T1
FUN_06784	1520881	4.01e-97	FUN_06784-T1
FUN_06785	1520881	2.17e-78	FUN_06785-T1
FUN_06786	716546	1.27e-46	FUN_06786-T1
FUN_06787	716546	7.51e-133	FUN_06787-T1
FUN_06788	1520881	3.15e-218	FUN_06788-T1
FUN_06789			FUN_06789-T1
FUN_06790			FUN_06790-T1
FUN_06791	716546	9.76e-75	FUN_06791-T1
FUN_06792	716546	2.88e-79	FUN_06792-T1
FUN_06793			FUN_06793-T1
FUN_06794	2608996	1.56e-15	FUN_06794-T1
FUN_06795	1520881	6.559999999999999e-232	FUN_06795-T1
FUN_06796			FUN_06796-T1
FUN_06797	716546	5.749999999999999e-104	FUN_06797-T1
FUN_06798			FUN_06798-T1
FUN_06799	388435	8.46e-220	FUN_06799-T1
FUN_06800	1520881	9.47e-134	FUN_06800-T1
FUN_06801	451871	1.12e-19	FUN_06801-T1
FUN_06802	1520881	0.0	FUN_06802-T1
FUN_06803	1520881	1.3599999999999999e-112	FUN_06803-T1
FUN_06804	1520881	7.97e-238	FUN_06804-T1
FUN_06805	1520881	5.03e-75	FUN_06805-T1
FUN_06806			FUN_06806-T1
FUN_06807	265104	1.32e-236	FUN_06807-T1
FUN_06808	716546	2.24e-215	FUN_06808-T1
FUN_06809	1520881	4.49e-61	FUN_06809-T1
FUN_06810	1520881	3.13e-36	FUN_06810-T1
FUN_06811	34368	1.24e-83	FUN_06811-T1
FUN_06812			FUN_06812-T1
FUN_06813			FUN_06813-T1
FUN_06814	388435	0.0	FUN_06814-T1
FUN_06815	78060	1.07e-192	FUN_06815-T1
FUN_06816	388435	1.18e-162	FUN_06816-T1
FUN_06817	1520881	4.02e-20	FUN_06817-T1
FUN_06818	1520881	2.6500000000000003e-215	FUN_06818-T1
FUN_06819	1520881	7.680000000000001e-163	FUN_06819-T1
FUN_06820	157822	1.1499999999999999e-67	FUN_06820-T1
FUN_06821	2608996	8.68e-12	FUN_06821-T1
FUN_06822			FUN_06822-T1
FUN_06823	1520881	1.0999999999999998e-54	FUN_06823-T1
FUN_06824	1520881	1.08e-146	FUN_06824-T1
FUN_06825	716546	2.91e-92	FUN_06825-T1
FUN_06826	716546	9.13e-20	FUN_06826-T1
FUN_06827	716546	1.33e-156	FUN_06827-T1
FUN_06828	147548	2.02e-57	FUN_06828-T1
FUN_06829	1520881	0.0	FUN_06829-T1
FUN_06830	1520881	5.55e-152	FUN_06830-T1
FUN_06831	388435	0.0	FUN_06831-T1
FUN_06832	716546	3.4799999999999997e-46	FUN_06832-T1
FUN_06833			FUN_06833-T1
FUN_06834	1520881	1.0900000000000001e-103	FUN_06834-T1
FUN_06835	716546	7.37e-12	FUN_06835-T1
FUN_06836	1520881	0.0	FUN_06836-T1
FUN_06837	1520881	4.43e-202	FUN_06837-T1
FUN_06838	716546	1.1e-279	FUN_06838-T1
FUN_06839	388435	0.0	FUN_06839-T1
FUN_06840	716546	1.08e-155	FUN_06840-T1
FUN_06841	147548	1e-178	FUN_06841-T1
FUN_06842	1520881	1.38e-46	FUN_06842-T1
FUN_06843			FUN_06843-T1
FUN_06844	78060	1.37e-144	FUN_06844-T1
FUN_06845			FUN_06845-T1
FUN_06846			FUN_06846-T1
FUN_06847			FUN_06847-T1
FUN_06848	716546	1.37e-37	FUN_06848-T1
FUN_06849	180999	7.790000000000001e-184	FUN_06849-T1
FUN_06850	1520881	8.470000000000001e-32	FUN_06850-T1
FUN_06851			FUN_06851-T1
FUN_06852	716546	2.57e-56	FUN_06852-T1
FUN_06853	147548	1.22e-53	FUN_06853-T1
FUN_06854	78060	3.54e-07	FUN_06854-T1
FUN_06855			FUN_06855-T1
FUN_06856	1520881	0.0	FUN_06856-T1
FUN_06857	1520881	1.34e-154	FUN_06857-T1
FUN_06858	1520881	1.61e-46	FUN_06858-T1
FUN_06859	265104	2.92e-09	FUN_06859-T1
FUN_06860	1520881	4.47e-169	FUN_06860-T1
FUN_06861	1520881	2.2e-47	FUN_06861-T1
FUN_06862	1520881	1.49e-202	FUN_06862-T1
FUN_06863	1520881	2.4699999999999997e-250	FUN_06863-T1
FUN_06864	1520881	1.89e-22	FUN_06864-T1
FUN_06865	1520881	4.5299999999999996e-83	FUN_06865-T1
FUN_06866	716546	2.94e-172	FUN_06866-T1
FUN_06867	78060	0.0	FUN_06867-T1
FUN_06868			FUN_06868-T1
FUN_06869	78060	6.36e-27	FUN_06869-T1
FUN_06870			FUN_06870-T1
FUN_06871	78060	0.0	FUN_06871-T1
FUN_06872	78060	5.42e-183	FUN_06872-T1
FUN_06873	78060	0.0	FUN_06873-T1
FUN_06874	1520881	2.49e-90	FUN_06874-T1
FUN_06875	1520881	9.55e-06	FUN_06875-T1
FUN_06876	1520881	1.19e-229	FUN_06876-T1
FUN_06877	1520881	0.0	FUN_06877-T1
FUN_06878	1520881	5.31e-66	FUN_06878-T1
FUN_06879	388435	1.7e-121	FUN_06879-T1
FUN_06880	716546	2.28e-27	FUN_06880-T1
FUN_06881	1520881	5.4e-15	FUN_06881-T1
FUN_06882	1520881	0.0	FUN_06882-T1
FUN_06883	1520881	1.37e-172	FUN_06883-T1
FUN_06884	1520881	1.8e-137	FUN_06884-T1
FUN_06885			FUN_06885-T1
FUN_06886			FUN_06886-T1
FUN_06887	1520881	0.0	FUN_06887-T1
FUN_06888	1520881	1.63e-77	FUN_06888-T1
FUN_06889	1520881	0.0	FUN_06889-T1
FUN_06890	78060	6.92e-274	FUN_06890-T1
FUN_06891	78060	1.09e-40	FUN_06891-T1
FUN_06892	2608996	2.57e-18	FUN_06892-T1
FUN_06893	716546	7.14e-24	FUN_06893-T1
FUN_06894			FUN_06894-T1
FUN_06895	1520881	8.18e-218	FUN_06895-T1
FUN_06896	1520881	3.24e-194	FUN_06896-T1
FUN_06897	716546	6.550000000000001e-66	FUN_06897-T1
FUN_06898	78060	3.29e-138	FUN_06898-T1
FUN_06899	1520881	3.01e-252	FUN_06899-T1
FUN_06900	1520881	1.23e-206	FUN_06900-T1
FUN_06901	388435	0.0	FUN_06901-T1
FUN_06902	1520881	0.0	FUN_06902-T1
FUN_06903	1520881	2.64e-126	FUN_06903-T1
FUN_06904	1520881	2.29e-85	FUN_06904-T1
FUN_06905	388435	0.0	FUN_06905-T1
FUN_06906			FUN_06906-T1
FUN_06907	388435	0.0	FUN_06907-T1
FUN_06908	1520881	8.390000000000001e-163	FUN_06908-T1
FUN_06909	1520881	6.25e-300	FUN_06909-T1
FUN_06910	1520881	1.49e-179	FUN_06910-T1
FUN_06911			FUN_06911-T1
FUN_06912	1520881	0.0	FUN_06912-T1
FUN_06913	1520881	1.21e-60	FUN_06913-T1
FUN_06914	388435	1.18e-42	FUN_06914-T1
FUN_06915	34374	0.000379	FUN_06915-T1
FUN_06916			FUN_06916-T1
FUN_06917	1520881	1.41e-218	FUN_06917-T1
FUN_06918	388435	4.83e-76	FUN_06918-T1
FUN_06919	716546	0.0	FUN_06919-T1
FUN_06920	1520881	0.0	FUN_06920-T1
FUN_06921	1520881	1.9899999999999998e-126	FUN_06921-T1
FUN_06922	1520881	0.0	FUN_06922-T1
FUN_06923	1520881	0.0	FUN_06923-T1
FUN_06924	1520881	1.16e-105	FUN_06924-T1
FUN_06925	112416	4.01e-94	FUN_06925-T1
FUN_06926	388435	0.0	FUN_06926-T1
FUN_06927			FUN_06927-T1
FUN_06928	1520881	2.4099999999999998e-30	FUN_06928-T1
FUN_06929			FUN_06929-T1
FUN_06930			FUN_06930-T1
FUN_06931	388435	2.18e-201	FUN_06931-T1
FUN_06932			FUN_06932-T1
FUN_06933	716546	5.32e-50	FUN_06933-T1
FUN_06934			FUN_06934-T1
FUN_06935			FUN_06935-T1
FUN_06936	1520881	2.08e-17	FUN_06936-T1
FUN_06937	78060	2.1800000000000002e-117	FUN_06937-T1
FUN_06938	1520881	3.76e-148	FUN_06938-T1
FUN_06939	388435	2.63e-103	FUN_06939-T1
FUN_06940	716546	1.22e-35	FUN_06940-T1
FUN_06941	716546	1.8700000000000003e-192	FUN_06941-T1
FUN_06942	1520881	6.869999999999999e-135	FUN_06942-T1
FUN_06943	1520881	6.810000000000001e-35	FUN_06943-T1
FUN_06944	5178	1.5200000000000002e-223	FUN_06944-T1
FUN_06945	38492	6.310000000000001e-47	FUN_06945-T1
FUN_06946	1520881	6.4e-143	FUN_06946-T1
FUN_06947	1520881	5.0699999999999995e-112	FUN_06947-T1
FUN_06948	78060	3.1999999999999996e-170	FUN_06948-T1
FUN_06949	1520881	4.11e-98	FUN_06949-T1
FUN_06950	1520881	6.38e-135	FUN_06950-T1
FUN_06951	1520881	0.0	FUN_06951-T1
FUN_06952	716546	2.28e-16	FUN_06952-T1
FUN_06953	1520881	0.0	FUN_06953-T1
FUN_06954	716546	5.18e-48	FUN_06954-T1
FUN_06955	1520881	4.12e-286	FUN_06955-T1
FUN_06956	1520881	2.0399999999999998e-191	FUN_06956-T1
FUN_06957	1520881	1.51e-296	FUN_06957-T1
FUN_06958	1520881	7.48e-133	FUN_06958-T1
FUN_06959	78060	2.45e-60	FUN_06959-T1
FUN_06960	1520881	1.05e-148	FUN_06960-T1
FUN_06961	1520881	8.59e-209	FUN_06961-T1
FUN_06962	1520881	1.88e-58	FUN_06962-T1
FUN_06963	1520881	3.82e-83	FUN_06963-T1
FUN_06964	1520881	5.89e-74	FUN_06964-T1
FUN_06965	1520881	1.16e-209	FUN_06965-T1
FUN_06966	1520881	1.13e-186	FUN_06966-T1
FUN_06967	1520881	9.8e-192	FUN_06967-T1
FUN_06968	716546	1.32e-145	FUN_06968-T1
FUN_06969			FUN_06969-T1
FUN_06970	1520881	5.32e-220	FUN_06970-T1
FUN_06971	1520881	4.16e-65	FUN_06971-T1
FUN_06972	1314670	2.65e-305	FUN_06972-T1
FUN_06973	1520881	3.68e-159	FUN_06973-T1
FUN_06974	1520881	0.0	FUN_06974-T1
FUN_06975	1520881	0.0	FUN_06975-T1
FUN_06976	1520881	3.69e-286	FUN_06976-T1
FUN_06977	1520881	0.0	FUN_06977-T1
FUN_06978	1520881	3.6399999999999997e-290	FUN_06978-T1
FUN_06979	1520881	1.2299999999999998e-191	FUN_06979-T1
FUN_06980	1520881	1.6e-112	FUN_06980-T1
FUN_06981	388435	2.4199999999999997e-95	FUN_06981-T1
FUN_06982	1520881	1.73e-103	FUN_06982-T1
FUN_06983	1520881	7.48e-61	FUN_06983-T1
FUN_06984	1520881	8.810000000000001e-210	FUN_06984-T1
FUN_06985	388435	2.56e-139	FUN_06985-T1
FUN_06986	78060	0.0	FUN_06986-T1
FUN_06987	1520881	2.95e-98	FUN_06987-T1
FUN_06988			FUN_06988-T1
FUN_06989	716546	1.05e-156	FUN_06989-T1
FUN_06990	388435	1.0900000000000001e-103	FUN_06990-T1
FUN_06991	1520881	3.87e-120	FUN_06991-T1
FUN_06992	1520881	1.99e-85	FUN_06992-T1
FUN_06993	451868	0.0	FUN_06993-T1
FUN_06994	1520881	5.69e-81	FUN_06994-T1
FUN_06995	1520881	3.84e-210	FUN_06995-T1
FUN_06996	1520881	1.69e-82	FUN_06996-T1
FUN_06997	1520881	1.16e-137	FUN_06997-T1
FUN_06998	1520881	2.24e-135	FUN_06998-T1
FUN_06999	1520881	1.03e-214	FUN_06999-T1
FUN_07000	1520881	1.7e-98	FUN_07000-T1
FUN_07001	1520881	0.0	FUN_07001-T1
FUN_07002	1520881	4.3000000000000003e-200	FUN_07002-T1
FUN_07003	1520881	1.68e-223	FUN_07003-T1
FUN_07005	50934	7.900000000000001e-73	FUN_07005-T1
FUN_07006	1520881	3.39e-245	FUN_07006-T1
FUN_07007	388435	0.0	FUN_07007-T1
FUN_07008	1520881	6.55e-154	FUN_07008-T1
FUN_07009	1520881	1.12e-275	FUN_07009-T1
FUN_07010	1520881	0.0	FUN_07010-T1
FUN_07011	1520881	2.9e-260	FUN_07011-T1
FUN_07012	388435	5.3899999999999996e-225	FUN_07012-T1
FUN_07013	50934	5.1e-123	FUN_07013-T1
FUN_07014	1520881	7.03e-306	FUN_07014-T1
FUN_07015	1520881	0.0	FUN_07015-T1
FUN_07016	1520881	2.41e-240	FUN_07016-T1
FUN_07017	716546	1.03e-50	FUN_07017-T1
FUN_07018	388435	7.99e-163	FUN_07018-T1
FUN_07019	1520881	7.58e-53	FUN_07019-T1
FUN_07020			FUN_07020-T1
FUN_07021	1520881	0.0	FUN_07021-T1
FUN_07022			FUN_07022-T1
FUN_07023	388435	1.7100000000000001e-43	FUN_07023-T1
FUN_07024	1520881	2.49e-186	FUN_07024-T1
FUN_07025	1520881	2.64e-90	FUN_07025-T1
FUN_07026	388435	0.0	FUN_07026-T1
FUN_07027	1520881	4.1899999999999997e-249	FUN_07027-T1
FUN_07028	388435	3.39e-129	FUN_07028-T1
FUN_07029	1520881	3.35e-92	FUN_07029-T1
FUN_07030	1520881	5.25e-71	FUN_07030-T1
FUN_07031	1520881	1.21e-216	FUN_07031-T1
FUN_07032			FUN_07032-T1
FUN_07033	1520881	0.0	FUN_07033-T1
FUN_07034	1520881	0.0	FUN_07034-T1
FUN_07035	388435	2.73e-136	FUN_07035-T1
FUN_07036	1520881	8.92e-212	FUN_07036-T1
FUN_07037	1520881	5.2e-140	FUN_07037-T1
FUN_07038	1520881	7.059999999999999e-187	FUN_07038-T1
FUN_07039	1520881	0.0	FUN_07039-T1
FUN_07040			FUN_07040-T1
FUN_07041	1520881	0.0	FUN_07041-T1
FUN_07042	1520881	1.34e-296	FUN_07042-T1
FUN_07043	1520881	9e-14	FUN_07043-T1
FUN_07044	1520881	0.0	FUN_07044-T1
FUN_07045	1520881	2.3300000000000003e-132	FUN_07045-T1
FUN_07046			FUN_07046-T1
FUN_07047	116794	1.97e-12	FUN_07047-T1
FUN_07048	1420914	6.83e-12	FUN_07048-T1
FUN_07049	331657	1.01e-05	FUN_07049-T1
FUN_07050	1263415	2.61e-37	FUN_07050-T1
FUN_07051			FUN_07051-T1
FUN_07052			FUN_07052-T1
FUN_07053	1520881	4.26e-74	FUN_07053-T1
FUN_07054	716546	7.89e-292	FUN_07054-T1
FUN_07055	716546	7.700000000000001e-86	FUN_07055-T1
FUN_07056	716546	8.28e-256	FUN_07056-T1
FUN_07057	716546	3.21e-206	FUN_07057-T1
FUN_07058	716546	0.0	FUN_07058-T1
FUN_07059	716546	4.8499999999999996e-172	FUN_07059-T1
FUN_07060			FUN_07060-T1
FUN_07061			FUN_07061-T1
FUN_07062	1520881	3.19e-46	FUN_07062-T1
FUN_07063	2026724	4.8200000000000006e-27	FUN_07063-T1
FUN_07064	716546	7.9699999999999995e-25	FUN_07064-T1
FUN_07065	716546	1.03e-214	FUN_07065-T1
FUN_07066	1520881	0.0	FUN_07066-T1
FUN_07067	1520881	4.5200000000000006e-213	FUN_07067-T1
FUN_07068			FUN_07068-T1
FUN_07069	1520881	2.39e-05	FUN_07069-T1
FUN_07070	716546	7.76e-61	FUN_07070-T1
FUN_07071	78060	2.62e-90	FUN_07071-T1
FUN_07072	1520881	3.7000000000000003e-88	FUN_07072-T1
FUN_07073	78060	3.97e-46	FUN_07073-T1
FUN_07074			FUN_07074-T1
FUN_07075	716546	7.79e-119	FUN_07075-T1
FUN_07076	1520881	2.33e-162	FUN_07076-T1
FUN_07077	388435	0.0	FUN_07077-T1
FUN_07078			FUN_07078-T1
FUN_07079	716546	1.18e-139	FUN_07079-T1
FUN_07080	388435	0.0	FUN_07080-T1
FUN_07081	1520881	3.3600000000000002e-183	FUN_07081-T1
FUN_07082	1520881	1.61e-251	FUN_07082-T1
FUN_07083	1520881	0.0	FUN_07083-T1
FUN_07084	388435	0.0	FUN_07084-T1
FUN_07085	716546	3.3999999999999996e-142	FUN_07085-T1
FUN_07086			FUN_07086-T1
FUN_07087	91492	7.61e-36	FUN_07087-T1
FUN_07088	1131492	1.1e-25	FUN_07088-T1
FUN_07089			FUN_07089-T1
FUN_07090			FUN_07090-T1
FUN_07091			FUN_07091-T1
FUN_07092	1520881	1.43e-106	FUN_07092-T1
FUN_07093	1520881	1.9e-142	FUN_07093-T1
FUN_07094	1520881	1.4700000000000002e-79	FUN_07094-T1
FUN_07095	1520881	3.61e-133	FUN_07095-T1
FUN_07096	1520881	0.0	FUN_07096-T1
FUN_07097	1520881	3.34e-196	FUN_07097-T1
FUN_07098	112416	8.49e-33	FUN_07098-T1
FUN_07099	1520881	0.0	FUN_07099-T1
FUN_07100	78060	9.63e-39	FUN_07100-T1
FUN_07101	1520881	3.18e-169	FUN_07101-T1
FUN_07103	1520881	0.0	FUN_07103-T1
FUN_07104	1520881	4.64e-154	FUN_07104-T1
FUN_07105	1520881	8.02e-170	FUN_07105-T1
FUN_07106	1520881	0.0	FUN_07106-T1
FUN_07107	1520881	6.84e-45	FUN_07107-T1
FUN_07108	1520881	3.63e-313	FUN_07108-T1
FUN_07109	1520881	5.019999999999999e-197	FUN_07109-T1
FUN_07110	1520881	1.79e-42	FUN_07110-T1
FUN_09615	1520881	5.769999999999999e-249	FUN_09615-T1
FUN_09616	1520881	6.15e-308	FUN_09616-T1
FUN_09617	1520881	5.45e-289	FUN_09617-T1
FUN_09618	716546	4.25e-77	FUN_09618-T1
FUN_09619	1520881	1.7e-16	FUN_09619-T1
FUN_09620	1520881	0.0	FUN_09620-T1
FUN_09621	78060	1.48e-187	FUN_09621-T1
FUN_09622	1520881	3.99e-120	FUN_09622-T1
FUN_09623	1520881	2.04e-160	FUN_09623-T1
FUN_09624	1520881	0.0	FUN_09624-T1
FUN_09625			FUN_09625-T1
FUN_09626	1520881	2.55e-243	FUN_09626-T1
FUN_09627	388435	0.0	FUN_09627-T1
FUN_09628	388435	1.98e-26	FUN_09628-T1
FUN_09629	1520881	6.7e-150	FUN_09629-T1
FUN_09630	1520881	6.14e-134	FUN_09630-T1
FUN_09631	1520881	2.15e-294	FUN_09631-T1
FUN_09632	1520881	0.0	FUN_09632-T1
FUN_09633	116794	2.65e-204	FUN_09633-T1
FUN_09634	388435	1.1899999999999998e-228	FUN_09634-T1
FUN_09635	1520881	2.1200000000000002e-179	FUN_09635-T1
FUN_09636	1520881	2.13e-93	FUN_09636-T1
FUN_09637	34368	9.34e-203	FUN_09637-T1
FUN_09638	716546	1.95e-67	FUN_09638-T1
FUN_09639	147541	1.3e-57	FUN_09639-T1
FUN_09640	716546	4.4e-152	FUN_09640-T1
FUN_09641	1520881	2.33e-111	FUN_09641-T1
FUN_09642	1520881	0.0	FUN_09642-T1
FUN_09643	716546	8.63e-66	FUN_09643-T1
FUN_09644	1520881	1.49e-174	FUN_09644-T1
FUN_09645	1520881	0.0	FUN_09645-T1
FUN_09646	1520881	1.2699999999999999e-297	FUN_09646-T1
FUN_09647	1520881	2.44e-309	FUN_09647-T1
FUN_09648	1520881	0.0	FUN_09648-T1
FUN_09649	1520881	3.2300000000000002e-251	FUN_09649-T1
FUN_09650	78060	5.7500000000000005e-124	FUN_09650-T1
FUN_09651	1520881	3.2200000000000005e-144	FUN_09651-T1
FUN_09652	388435	4.3500000000000005e-133	FUN_09652-T1
FUN_09653	147548	4.12e-43	FUN_09653-T1
FUN_09654	78060	0.0	FUN_09654-T1
FUN_09655	1520881	5.940000000000001e-210	FUN_09655-T1
FUN_09656	34368	6.89e-92	FUN_09656-T1
FUN_09657	716546	2.8700000000000003e-88	FUN_09657-T1
FUN_09658	716546	8.58e-92	FUN_09658-T1
FUN_09659	1520881	1.84e-131	FUN_09659-T1
FUN_09660	47747	0.00036	FUN_09660-T1
